"year","fa.action_name","region_name","age_group","active_count","actions_count"
2025,"2.6. Готов помогать организации",Республика Карелия,"0-13",129,186
2025,"2.6. Готов помогать организации",Республика Карелия,"25-35",248,357
2025,"3.1. Подал заявку на конкурс",Республика Карелия,"55-64",7,8
2025,"3.1. Подал заявку на конкурс",Республика Карелия,"25-35",19,23
2025,"3.1. Подал заявку на конкурс",Республика Карелия,"18-24",41,44
2025,"3.1. Подал заявку на конкурс",Республика Карелия,"36-54",23,26
2025,"3.2. Заявка в Добро Центр",Республика Карелия,"14-17",1,1
2025,"3.2. Заявка в Добро Центр",Республика Карелия,"18-24",1,1
2025,"3.3. Написал статью в Добро Медиа",Республика Карелия,"55-64",6,70
2025,"3.3. Написал статью в Добро Медиа",Республика Карелия,"25-35",7,27
2025,"3.3. Написал статью в Добро Медиа",Республика Карелия,"36-54",7,302
2025,"3.3. Написал статью в Добро Медиа",Республика Карелия,"14-17",9,15
2025,"3.3. Написал статью в Добро Медиа",Республика Карелия,"18-24",4,13
2025,"4.1. Прикрепил Госуслуги",Республика Карелия,"55-64",87,89
2025,"4.1. Прикрепил Госуслуги",Республика Карелия,"25-35",231,231
2025,"4.1. Прикрепил Госуслуги",Республика Карелия,"14-17",588,588
2025,"4.1. Прикрепил Госуслуги",Республика Карелия,"36-54",505,505
2025,"4.1. Прикрепил Госуслуги",Республика Карелия,"18-24",480,480
2025,"4.2. Волонтер откликнулся на вакансию",Республика Карелия,"14-17",1666,8886
2025,"4.2. Волонтер откликнулся на вакансию",Республика Карелия,"25-35",396,1316
2025,"4.2. Волонтер откликнулся на вакансию",Республика Карелия,"55-64",249,1186
2025,"4.2. Волонтер откликнулся на вакансию",Республика Карелия,"36-54",857,3330
2025,"4.2. Волонтер откликнулся на вакансию",Республика Карелия,"0-13",181,940
2025,"4.2. Волонтер откликнулся на вакансию",Республика Карелия,"18-24",1015,3162
2025,"4.3. Выполнение заданий в рамках премии",Республика Карелия,"36-54",4,17
2025,"4.3. Выполнение заданий в рамках премии",Республика Карелия,"18-24",2,3
2025,"4.3. Выполнение заданий в рамках премии",Республика Карелия,"25-35",4,16
2025,"4.3. Выполнение заданий в рамках премии",Республика Карелия,"55-64",1,16
2025,"4.4. Проставил часы как организатор мероприятия",Республика Карелия,"25-35",2,8
2025,"4.4. Проставил часы как организатор мероприятия",Республика Карелия,"36-54",3,51
2025,"4.4. Проставил часы как организатор мероприятия",Республика Карелия,"55-64",1,3
2025,"4.4. Проставил часы как организатор мероприятия",Республика Карелия,"18-24",1,4
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Карелия,"0-13",65,65
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Карелия,"18-24",168,168
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Карелия,"14-17",466,466
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Карелия,"55-64",52,52
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Карелия,"25-35",88,88
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Карелия,"36-54",196,196
2025,"4.6. Прошел опрос NPS",Республика Карелия,"25-35",45,50
2025,"4.6. Прошел опрос NPS",Республика Карелия,"18-24",65,69
2025,"4.6. Прошел опрос NPS",Республика Карелия,"14-17",28,29
2025,"4.6. Прошел опрос NPS",Республика Карелия,"36-54",101,118
2025,"4.6. Прошел опрос NPS",Республика Карелия,"0-13",1,1
2025,"4.6. Прошел опрос NPS",Республика Карелия,"55-64",31,42
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Карелия,"0-13",2,2
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Карелия,"36-54",1,1
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Карелия,"14-17",4,4
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Карелия,"25-35",1,1
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Карелия,"18-24",3,3
2025,"4.8. Заполнил отзыв о мероприятии",Республика Карелия,"0-13",19,42
2025,"4.8. Заполнил отзыв о мероприятии",Республика Карелия,"25-35",33,72
2025,"4.8. Заполнил отзыв о мероприятии",Республика Карелия,"14-17",97,283
2025,"4.8. Заполнил отзыв о мероприятии",Республика Карелия,"18-24",58,111
2025,"4.8. Заполнил отзыв о мероприятии",Республика Карелия,"55-64",45,190
2025,"4.8. Заполнил отзыв о мероприятии",Республика Карелия,"36-54",130,388
2025,"1.2. Донорство",Республика Коми,"36-54",78,212
2025,"1.2. Донорство",Республика Коми,"25-35",33,63
2025,"1.2. Донорство",Республика Коми,"55-64",3,7
2025,"1.2. Донорство",Республика Коми,"18-24",52,72
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Коми,"14-17",3,3
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Коми,"25-35",16,16
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Коми,"55-64",1,1
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Коми,"18-24",8,8
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Коми,"36-54",23,23
2025,"1.3. Наставничество 2.8. Подал заявку на помощь наставника",Республика Коми,"25-35",1,1
2025,"1.4. Создание проектов",Республика Коми,"14-17",2,3
2025,"1.4. Создание проектов",Республика Коми,"36-54",29,30
2025,"1.4. Создание проектов",Республика Коми,"18-24",1,1
2025,"1.4. Создание проектов",Республика Коми,"0-13",3,3
2025,"1.4. Создание проектов",Республика Коми,"55-64",2,2
2025,"1.4. Создание проектов",Республика Коми,"25-35",7,8
2025,"1.5. Создание мероприятий",Республика Коми,"18-24",1,1
2025,"1.5. Создание мероприятий",Республика Коми,"55-64",1,1
2025,"1.5. Создание мероприятий",Республика Коми,"25-35",4,8
2025,"1.5. Создание мероприятий",Республика Коми,"36-54",12,43
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Коми,"0-13",1,1
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Коми,"25-35",9,14
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Коми,"14-17",1,1
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Коми,"36-54",7,16
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Коми,"18-24",10,13
2025,"1.7. ВК добро (пожертвования)",Республика Коми,"14-17",4,4
2025,"1.7. ВК добро (пожертвования)",Республика Коми,"18-24",4,4
2025,"1.7. ВК добро (пожертвования)",Республика Коми,"36-54",11,11
2025,"1.7. ВК добро (пожертвования)",Республика Коми,"25-35",1,1
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Коми,"25-35",3,3
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Коми,"14-17",2,6
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Коми,"55-64",4,23
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Коми,"36-54",14,89
2025,"2.1. Сертификаты Добро Университет",Республика Коми,"14-17",233,347
2025,"2.1. Сертификаты Добро Университет",Республика Коми,"25-35",130,171
2025,"2.1. Сертификаты Добро Университет",Республика Коми,"55-64",62,69
2025,"2.1. Сертификаты Добро Университет",Республика Коми,"0-13",29,44
2025,"2.1. Сертификаты Добро Университет",Республика Коми,"36-54",285,401
2025,"2.1. Сертификаты Добро Университет",Республика Коми,"18-24",159,308
2025,"2.2. Посещение мероприятий",Республика Коми,"55-64",1,1
2025,"2.2. Посещение мероприятий",Республика Коми,"18-24",13,13
2025,"2.2. Посещение мероприятий",Республика Коми,"36-54",12,14
2025,"2.2. Посещение мероприятий",Республика Коми,"25-35",9,10
2025,"2.2. Посещение мероприятий",Республика Коми,"14-17",10,10
2025,"2.3. Пройденный путь волонтера",Республика Коми,"36-54",40,62
2025,"2.3. Пройденный путь волонтера",Республика Коми,"18-24",10,17
2025,"2.3. Пройденный путь волонтера",Республика Коми,"0-13",2,2
2025,"2.3. Пройденный путь волонтера",Республика Коми,"14-17",16,24
2025,"2.3. Пройденный путь волонтера",Республика Коми,"25-35",15,25
2025,"2.3. Пройденный путь волонтера",Республика Коми,"55-64",4,6
2025,"2.5. Готов помогать проекту",Республика Коми,"18-24",20,22
2025,"2.5. Готов помогать проекту",Республика Коми,"25-35",23,45
2025,"2.5. Готов помогать проекту",Республика Коми,"36-54",72,117
2025,"2.5. Готов помогать проекту",Республика Коми,"55-64",9,11
2025,"2.5. Готов помогать проекту",Республика Коми,"14-17",34,51
2025,"2.5. Готов помогать проекту",Республика Коми,"0-13",6,9
2025,"2.6. Готов помогать организации",Республика Коми,"25-35",288,458
2025,"2.6. Готов помогать организации",Республика Коми,"36-54",480,864
2025,"2.6. Готов помогать организации",Республика Коми,"18-24",778,1044
2025,"2.6. Готов помогать организации",Республика Коми,"14-17",1831,2719
2025,"2.6. Готов помогать организации",Республика Коми,"0-13",302,461
2025,"2.6. Готов помогать организации",Республика Коми,"55-64",145,263
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Коми,"25-35",1,1
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Коми,"36-54",5,5
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Коми,"18-24",1,1
2025,"3.1. Подал заявку на конкурс",Республика Коми,"55-64",6,6
2025,"3.1. Подал заявку на конкурс",Республика Коми,"25-35",23,27
2025,"3.1. Подал заявку на конкурс",Республика Коми,"18-24",2,2
2025,"3.1. Подал заявку на конкурс",Республика Коми,"36-54",45,57
2025,"3.1. Подал заявку на конкурс",Республика Коми,"14-17",4,4
2025,"3.2. Заявка в Добро Центр",Республика Коми,"25-35",4,5
2025,"3.2. Заявка в Добро Центр",Республика Коми,"14-17",6,6
2025,"3.2. Заявка в Добро Центр",Республика Коми,"36-54",12,19
2025,"3.2. Заявка в Добро Центр",Республика Коми,"18-24",6,7
2025,"3.2. Заявка в Добро Центр",Республика Коми,"55-64",3,6
2025,"3.3. Написал статью в Добро Медиа",Республика Коми,"36-54",7,44
2025,"3.3. Написал статью в Добро Медиа",Республика Коми,"14-17",1,1
2025,"3.3. Написал статью в Добро Медиа",Республика Коми,"55-64",2,8
2025,"3.3. Написал статью в Добро Медиа",Республика Коми,"18-24",4,5
2025,"3.3. Написал статью в Добро Медиа",Республика Коми,"25-35",5,45
2025,"4.1. Прикрепил Госуслуги",Республика Коми,"36-54",501,501
2025,"4.1. Прикрепил Госуслуги",Республика Коми,"55-64",59,59
2025,"4.1. Прикрепил Госуслуги",Республика Коми,"14-17",1151,1155
2025,"4.1. Прикрепил Госуслуги",Республика Коми,"18-24",689,689
2025,"4.1. Прикрепил Госуслуги",Республика Коми,"25-35",274,274
2025,"4.2. Волонтер откликнулся на вакансию",Республика Коми,"14-17",2910,13808
2025,"4.2. Волонтер откликнулся на вакансию",Республика Коми,"36-54",763,4763
2025,"4.2. Волонтер откликнулся на вакансию",Республика Коми,"25-35",450,2139
2025,"4.2. Волонтер откликнулся на вакансию",Республика Коми,"18-24",1487,5140
2025,"4.2. Волонтер откликнулся на вакансию",Республика Коми,"55-64",236,2090
2025,"4.2. Волонтер откликнулся на вакансию",Республика Коми,"0-13",513,2538
2025,"4.3. Выполнение заданий в рамках премии",Республика Коми,"55-64",1,1
2025,"4.3. Выполнение заданий в рамках премии",Республика Коми,"36-54",12,81
2025,"4.3. Выполнение заданий в рамках премии",Республика Коми,"14-17",1,3
2025,"4.3. Выполнение заданий в рамках премии",Республика Коми,"25-35",4,15
2025,"4.4. Проставил часы как организатор мероприятия",Республика Коми,"36-54",7,300
2025,"4.4. Проставил часы как организатор мероприятия",Республика Коми,"25-35",4,25
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Коми,"0-13",102,102
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Коми,"55-64",39,39
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Коми,"14-17",590,590
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Коми,"36-54",234,234
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Коми,"18-24",203,203
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Коми,"25-35",103,103
2025,"4.6. Прошел опрос NPS",Республика Коми,"25-35",57,75
2025,"4.6. Прошел опрос NPS",Республика Коми,"36-54",149,183
2025,"4.6. Прошел опрос NPS",Республика Коми,"14-17",85,89
2025,"4.6. Прошел опрос NPS",Республика Коми,"18-24",97,100
2025,"4.6. Прошел опрос NPS",Республика Коми,"55-64",29,32
2025,"4.6. Прошел опрос NPS",Республика Коми,"0-13",7,7
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Коми,"0-13",6,6
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Коми,"36-54",18,18
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Коми,"18-24",6,6
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Коми,"14-17",10,10
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Коми,"25-35",4,4
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Коми,"55-64",6,6
2025,"4.8. Заполнил отзыв о мероприятии",Республика Коми,"18-24",60,112
2025,"4.8. Заполнил отзыв о мероприятии",Республика Коми,"55-64",21,202
2025,"4.8. Заполнил отзыв о мероприятии",Республика Коми,"36-54",97,390
2025,"4.8. Заполнил отзыв о мероприятии",Республика Коми,"25-35",34,108
2025,"4.8. Заполнил отзыв о мероприятии",Республика Коми,"14-17",160,337
2025,"4.8. Заполнил отзыв о мероприятии",Республика Коми,"0-13",39,103
2025,"1.2. Донорство",Республика Крым,"36-54",195,385
2025,"1.2. Донорство",Республика Крым,"55-64",8,20
2025,"1.2. Донорство",Республика Крым,"18-24",178,284
2025,"1.2. Донорство",Республика Крым,"14-17",1,2
2025,"1.2. Донорство",Республика Крым,"25-35",130,268
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Крым,"25-35",88,88
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Крым,"36-54",132,132
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Крым,"18-24",24,24
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Крым,"55-64",13,13
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Крым,"14-17",2,2
2025,"1.3. Наставничество 2.8. Подал заявку на помощь наставника",Республика Крым,"18-24",1,1
2025,"1.4. Создание проектов",Республика Крым,"14-17",11,12
2025,"1.4. Создание проектов",Республика Крым,"36-54",37,38
2025,"1.4. Создание проектов",Республика Крым,"18-24",18,21
2025,"1.4. Создание проектов",Республика Крым,"55-64",5,5
2025,"1.4. Создание проектов",Республика Крым,"25-35",13,18
2025,"1.4. Создание проектов",Республика Крым,"0-13",1,1
2025,"1.5. Создание мероприятий",Республика Крым,"36-54",14,34
2025,"1.5. Создание мероприятий",Республика Крым,"18-24",6,23
2025,"1.5. Создание мероприятий",Республика Крым,"25-35",11,26
2025,"1.5. Создание мероприятий",Республика Крым,"55-64",4,9
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Крым,"55-64",1,5
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Крым,"36-54",18,44
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Крым,"18-24",11,54
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Крым,"25-35",9,13
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Крым,"14-17",1,1
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Крым,"0-13",1,2
2025,"1.7. ВК добро (пожертвования)",Республика Крым,"25-35",9,9
2025,"1.7. ВК добро (пожертвования)",Республика Крым,"14-17",17,17
2025,"1.7. ВК добро (пожертвования)",Республика Крым,"18-24",6,6
2025,"1.7. ВК добро (пожертвования)",Республика Крым,"36-54",22,22
2025,"1.7. ВК добро (пожертвования)",Республика Крым,"55-64",1,1
2025,"1.7. ВК добро (пожертвования)",Республика Крым,"0-13",6,6
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Крым,"36-54",71,515
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Крым,"14-17",7,13
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Крым,"55-64",22,333
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Крым,"18-24",4,5
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Крым,"25-35",16,204
2025,"2.1. Сертификаты Добро Университет",Республика Крым,"0-13",38,51
2025,"2.1. Сертификаты Добро Университет",Республика Крым,"36-54",972,1253
2025,"2.1. Сертификаты Добро Университет",Республика Крым,"55-64",214,234
2025,"2.1. Сертификаты Добро Университет",Республика Крым,"18-24",532,750
2025,"2.1. Сертификаты Добро Университет",Республика Крым,"14-17",495,696
2025,"2.1. Сертификаты Добро Университет",Республика Крым,"25-35",425,521
2025,"2.2. Посещение мероприятий",Республика Крым,"0-13",21,21
2025,"2.2. Посещение мероприятий",Республика Крым,"55-64",4,4
2025,"2.2. Посещение мероприятий",Республика Крым,"18-24",126,135
2025,"2.2. Посещение мероприятий",Республика Крым,"36-54",46,51
2025,"2.2. Посещение мероприятий",Республика Крым,"14-17",75,80
2025,"2.2. Посещение мероприятий",Республика Крым,"25-35",22,24
2025,"2.3. Пройденный путь волонтера",Республика Крым,"14-17",39,54
2025,"2.3. Пройденный путь волонтера",Республика Крым,"25-35",30,51
2025,"2.3. Пройденный путь волонтера",Республика Крым,"0-13",2,3
2025,"2.3. Пройденный путь волонтера",Республика Крым,"55-64",15,23
2025,"2.3. Пройденный путь волонтера",Республика Крым,"36-54",69,135
2025,"2.3. Пройденный путь волонтера",Республика Крым,"18-24",27,32
2025,"2.5. Готов помогать проекту",Республика Крым,"18-24",2637,3712
2025,"2.5. Готов помогать проекту",Республика Крым,"36-54",322,506
2025,"2.5. Готов помогать проекту",Республика Крым,"14-17",900,1282
2025,"2.5. Готов помогать проекту",Республика Крым,"25-35",288,402
2025,"2.5. Готов помогать проекту",Республика Крым,"0-13",47,75
2025,"2.5. Готов помогать проекту",Республика Крым,"55-64",53,76
2025,"2.6. Готов помогать организации",Республика Крым,"36-54",1657,2503
2025,"2.6. Готов помогать организации",Республика Крым,"18-24",3298,4346
2025,"2.6. Готов помогать организации",Республика Крым,"14-17",3063,5460
2025,"2.6. Готов помогать организации",Республика Крым,"0-13",255,524
2025,"2.6. Готов помогать организации",Республика Крым,"55-64",634,784
2025,"2.6. Готов помогать организации",Республика Крым,"25-35",781,1190
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Крым,"25-35",1,1
2025,"2.9. Подал заявку на меру поддержки Навигатора",Республика Крым,"36-54",4,4
2025,"3.1. Подал заявку на конкурс",Республика Крым,"18-24",22,29
2025,"3.1. Подал заявку на конкурс",Республика Крым,"14-17",10,10
2025,"3.1. Подал заявку на конкурс",Республика Крым,"25-35",33,38
2025,"3.1. Подал заявку на конкурс",Республика Крым,"55-64",11,12
2025,"3.1. Подал заявку на конкурс",Республика Крым,"36-54",67,81
2025,"3.2. Заявка в Добро Центр",Республика Крым,"36-54",36,131
2025,"3.2. Заявка в Добро Центр",Республика Крым,"18-24",56,72
2025,"3.2. Заявка в Добро Центр",Республика Крым,"14-17",142,177
2025,"3.2. Заявка в Добро Центр",Республика Крым,"55-64",5,18
2025,"3.2. Заявка в Добро Центр",Республика Крым,"25-35",31,76
2025,"3.2. Заявка в Добро Центр",Республика Крым,"0-13",1,1
2025,"3.3. Написал статью в Добро Медиа",Республика Крым,"36-54",14,24
2025,"3.3. Написал статью в Добро Медиа",Республика Крым,"55-64",5,6
2025,"3.3. Написал статью в Добро Медиа",Республика Крым,"14-17",2,2
2025,"3.3. Написал статью в Добро Медиа",Республика Крым,"25-35",8,33
2025,"3.3. Написал статью в Добро Медиа",Республика Крым,"18-24",3,6
2025,"4.1. Прикрепил Госуслуги",Республика Крым,"14-17",2349,2352
2025,"4.1. Прикрепил Госуслуги",Республика Крым,"25-35",902,902
2025,"4.1. Прикрепил Госуслуги",Республика Крым,"36-54",2004,2006
2025,"4.1. Прикрепил Госуслуги",Республика Крым,"18-24",1529,1529
2025,"4.1. Прикрепил Госуслуги",Республика Крым,"55-64",643,644
2025,"4.2. Волонтер откликнулся на вакансию",Республика Крым,"0-13",306,2014
2025,"4.2. Волонтер откликнулся на вакансию",Республика Крым,"14-17",3311,17441
2025,"4.2. Волонтер откликнулся на вакансию",Республика Крым,"18-24",2393,8195
2025,"4.2. Волонтер откликнулся на вакансию",Республика Крым,"55-64",799,2614
2025,"4.2. Волонтер откликнулся на вакансию",Республика Крым,"25-35",1011,3409
2025,"4.2. Волонтер откликнулся на вакансию",Республика Крым,"36-54",2238,7739
2025,"4.3. Выполнение заданий в рамках премии",Республика Крым,"25-35",6,71
2025,"4.3. Выполнение заданий в рамках премии",Республика Крым,"55-64",4,39
2025,"4.3. Выполнение заданий в рамках премии",Республика Крым,"36-54",25,155
2025,"4.3. Выполнение заданий в рамках премии",Республика Крым,"18-24",2,15
2025,"4.4. Проставил часы как организатор мероприятия",Республика Крым,"36-54",9,179
2025,"4.4. Проставил часы как организатор мероприятия",Республика Крым,"18-24",5,28
2025,"4.4. Проставил часы как организатор мероприятия",Республика Крым,"55-64",2,56
2025,"4.4. Проставил часы как организатор мероприятия",Республика Крым,"25-35",7,268
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Крым,"14-17",618,618
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Крым,"18-24",311,311
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Крым,"36-54",594,594
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Крым,"55-64",174,174
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Крым,"25-35",268,268
2025,"4.5. Логинился > 2 раз в мобильном приложении",Республика Крым,"0-13",76,76
2025,"4.6. Прошел опрос NPS",Республика Крым,"36-54",200,238
2025,"4.6. Прошел опрос NPS",Республика Крым,"14-17",78,86
2025,"4.6. Прошел опрос NPS",Республика Крым,"18-24",324,341
2025,"4.6. Прошел опрос NPS",Республика Крым,"55-64",36,40
2025,"4.6. Прошел опрос NPS",Республика Крым,"0-13",3,4
2025,"4.6. Прошел опрос NPS",Республика Крым,"25-35",95,110
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Крым,"25-35",26,26
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Крым,"36-54",63,63
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Крым,"14-17",275,275
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Крым,"0-13",17,17
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Крым,"55-64",28,28
2025,"4.7. Пригласил пользователя по реферальной ссылке",Республика Крым,"18-24",127,127
2025,"4.8. Заполнил отзыв о мероприятии",Республика Крым,"25-35",80,254
2025,"4.8. Заполнил отзыв о мероприятии",Республика Крым,"55-64",63,168
2025,"4.8. Заполнил отзыв о мероприятии",Республика Крым,"18-24",67,158
2025,"4.8. Заполнил отзыв о мероприятии",Республика Крым,"14-17",147,535
2025,"4.8. Заполнил отзыв о мероприятии",Республика Крым,"36-54",201,991
2025,"4.8. Заполнил отзыв о мероприятии",Республика Крым,"0-13",40,131
2025,"1.2. Донорство",Республика Марий Эл,"25-35",21,45
2025,"1.2. Донорство",Республика Марий Эл,"36-54",25,63
2025,"1.2. Донорство",Республика Марий Эл,"18-24",29,74
2025,"1.2. Донорство",Республика Марий Эл,"55-64",1,5
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Марий Эл,"55-64",21,21
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Марий Эл,"14-17",3,3
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Марий Эл,"36-54",107,107
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Марий Эл,"18-24",12,12
2025,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Республика Марий Эл,"25-35",49,49
2025,"1.3. Наставничество 2.8. Подал заявку на помощь наставника",Республика Марий Эл,"0-13",1,1
2025,"1.4. Создание проектов",Республика Марий Эл,"25-35",6,7
2025,"1.4. Создание проектов",Республика Марий Эл,"55-64",4,4
2025,"1.4. Создание проектов",Республика Марий Эл,"14-17",6,7
2025,"1.4. Создание проектов",Республика Марий Эл,"18-24",3,3
2025,"1.4. Создание проектов",Республика Марий Эл,"36-54",15,15
2025,"1.5. Создание мероприятий",Республика Марий Эл,"55-64",5,7
2025,"1.5. Создание мероприятий",Республика Марий Эл,"36-54",5,14
2025,"1.5. Создание мероприятий",Республика Марий Эл,"25-35",2,3
2025,"1.5. Создание мероприятий",Республика Марий Эл,"18-24",3,3
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Марий Эл,"14-17",2,2
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Марий Эл,"18-24",6,9
2025,"1.6. Добро Взаимно (закрытые сделки)",Республика Марий Эл,"36-54",5,10
2025,"1.7. ВК добро (пожертвования)",Республика Марий Эл,"36-54",2,2
2025,"1.7. ВК добро (пожертвования)",Республика Марий Эл,"14-17",6,6
2025,"1.7. ВК добро (пожертвования)",Республика Марий Эл,"25-35",2,2
2025,"1.7. ВК добро (пожертвования)",Республика Марий Эл,"18-24",4,4
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Марий Эл,"25-35",2,3
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Марий Эл,"55-64",1,1
2025,"1.8. Малые добрые дела в ленте добрых дел",Республика Марий Эл,"36-54",4,22
2025,"2.1. Сертификаты Добро Университет",Республика Марий Эл,"25-35",165,194
2025,"2.1. Сертификаты Добро Университет",Республика Марий Эл,"55-64",36,42
2025,"2.1. Сертификаты Добро Университет",Республика Марий Эл,"18-24",762,924
2025,"2.1. Сертификаты Добро Университет",Республика Марий Эл,"0-13",11,21
2025,"2.1. Сертификаты Добро Университет",Республика Марий Эл,"36-54",322,414
2025,"2.1. Сертификаты Добро Университет",Республика Марий Эл,"14-17",297,348
2025,"2.2. Посещение мероприятий",Республика Марий Эл,"18-24",20,27
2025,"2.2. Посещение мероприятий",Республика Марий Эл,"14-17",41,41
2025,"2.2. Посещение мероприятий",Республика Марий Эл,"25-35",9,10
2025,"2.2. Посещение мероприятий",Республика Марий Эл,"36-54",18,36
2025,"2.2. Посещение мероприятий",Республика Марий Эл,"0-13",8,10
2025,"2.2. Посещение мероприятий",Республика Марий Эл,"55-64",4,7
2025,"2.3. Пройденный путь волонтера",Республика Марий Эл,"14-17",19,31
2025,"2.3. Пройденный путь волонтера",Республика Марий Эл,"36-54",32,51
2025,"2.3. Пройденный путь волонтера",Республика Марий Эл,"18-24",9,12
2025,"2.3. Пройденный путь волонтера",Республика Марий Эл,"25-35",7,8
2025,"2.3. Пройденный путь волонтера",Республика Марий Эл,"0-13",2,2
2025,"2.3. Пройденный путь волонтера",Республика Марий Эл,"55-64",3,9
2025,"2.5. Готов помогать проекту",Республика Марий Эл,"0-13",5,5
2025,"2.5. Готов помогать проекту",Республика Марий Эл,"36-54",53,87
2025,"2.5. Готов помогать проекту",Республика Марий Эл,"18-24",242,359
2025,"2.5. Готов помогать проекту",Республика Марий Эл,"14-17",44,63
2025,"2.5. Готов помогать проекту",Республика Марий Эл,"55-64",9,14
2025,"2.5. Готов помогать проекту",Республика Марий Эл,"25-35",14,26
2025,"2.6. Готов помогать организации",Республика Марий Эл,"14-17",1573,2411
2025,"2.6. Готов помогать организации",Республика Марий Эл,"55-64",135,200
2025,"2.6. Готов помогать организации",Республика Марий Эл,"25-35",188,273
